path,label,class_id
./detector_dataset\genuine\extra__n007224__0037_01.jpg,0,n007224
./detector_dataset\genuine\extra__n005438__0040_01.jpg,0,n005438
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n001512.jpg,1,n001512
./detector_dataset\genuine\extra__n005884__0193_01.jpg,0,n005884
./detector_dataset\genuine\extra__n004530__0113_01.jpg,0,n004530
./detector_dataset\genuine\orig__n002818__0327_01.jpg,0,n002818
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n002655__0198_02.png,1,n002655
./detector_dataset\genuine\extra__n002710__0278_01.jpg,0,n002710
./detector_dataset\genuine\orig__n009093__0113_01.jpg,0,n009093
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n008245.jpg,1,n008245
./detector_dataset\genuine\extra__n008360__0201_01.jpg,0,n008360
./detector_dataset\genuine\extra__n009216__0294_01.jpg,0,n009216
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n005010__0496_01.png,1,n005010
./detector_dataset\genuine\extra__n001664__0278_05.jpg,0,n001664
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003376__0273_01.jpg,1,n003376
./detector_dataset\genuine\extra__n003666__0050_01.jpg,0,n003666
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005591__0010_01.png,1,n005591
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n005010.jpg,1,n005010
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n002655__0294_01.png,1,n002655
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n004055__0213_01.jpg,1,n004055
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n001432__0069_01.png,1,n001432
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n006614__1166_01.png,1,n006614
./detector_dataset\genuine\extra__n008245__0390_02.jpg,0,n008245
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n000879__0089_01.png,1,n000879
./detector_dataset\genuine\extra__n005482__0069_01.jpg,0,n005482
./detector_dataset\genuine\orig__n007881__0149_04.jpg,0,n007881
./detector_dataset\genuine\extra__n001149__0122_03.jpg,0,n001149
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n003064__0069_01.png,1,n003064
./detector_dataset\genuine\extra__n001517__0412_01.jpg,0,n001517
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n000973__0213_01.png,1,n000973
./detector_dataset\genuine\extra__n005106__0178_01.jpg,0,n005106
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n001512.jpg,1,n001512
./detector_dataset\genuine\orig__n001112__0010_01.jpg,0,n001112
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n005591__0251_01.jpg,1,n005591
./detector_dataset\genuine\extra__n008360__0185_02.jpg,0,n008360
./detector_dataset\genuine\extra__n003729__0156_01.jpg,0,n003729
./detector_dataset\genuine\extra__n005608__0109_01.jpg,0,n005608
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n007881.jpg,1,n007881
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n007120__0273_01.png,1,n007120
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n005884__0115_01.png,1,n005884
./detector_dataset\genuine\extra__n001774__0246_01.jpg,0,n001774
./detector_dataset\genuine\orig__n003729__0251_01.jpg,0,n003729
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n001149__0010_01.png,1,n001149
./detector_dataset\genuine\extra__n005010__0365_01.jpg,0,n005010
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003500__0273_01.jpg,1,n003500
./detector_dataset\adversarial\FGSM__eps_0_100__n008245__0165_02.png,1,n008245
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n005106__0273_01.png,1,n005106
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n008462.jpg,1,n008462
./detector_dataset\genuine\extra__n002710__0257_01.jpg,0,n002710
./detector_dataset\genuine\orig__n003727__0213_01.jpg,0,n003727
./detector_dataset\genuine\extra__n003376__0291_01.jpg,0,n003376
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n006971__0113_01.png,1,n006971
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002918__0010_01.png,1,n002918
./detector_dataset\adversarial\FGSM__eps_0_010__n009271__0184_01.png,1,n009271
./detector_dataset\genuine\extra__n005010__0236_01.jpg,0,n005010
./detector_dataset\genuine\extra__n002818__0010_01.jpg,0,n002818
./detector_dataset\genuine\extra__n001664__0151_01.jpg,0,n001664
./detector_dataset\genuine\extra__n001517__0133_02.jpg,0,n001517
./detector_dataset\genuine\extra__n004722__0131_02.jpg,0,n004722
./detector_dataset\genuine\orig__n003500__0089_01.jpg,0,n003500
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n001517__0089_01.png,1,n001517
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n001774.jpg,1,n001774
./detector_dataset\genuine\extra__n002972__0149_01.jpg,0,n002972
./detector_dataset\genuine\extra__n005438__0266_02.jpg,0,n005438
./detector_dataset\genuine\extra__n002818__0006_01.jpg,0,n002818
./detector_dataset\genuine\extra__n005067__0004_03.jpg,0,n005067
./detector_dataset\genuine\extra__n005010__0017_02.jpg,0,n005010
./detector_dataset\genuine\extra__n000227__0131_02.jpg,0,n000227
./detector_dataset\genuine\orig__n009216__0251_01.jpg,0,n009216
./detector_dataset\genuine\extra__n003806__0220_01.jpg,0,n003806
./detector_dataset\genuine\orig__n003727__0251_01.jpg,0,n003727
./detector_dataset\genuine\extra__n003878__0193_01.jpg,0,n003878
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n007881.jpg,1,n007881
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n002972__0010_01.png,1,n002972
./detector_dataset\adversarial\FGSM__eps_0_010__n004722__0115_01.png,1,n004722
./detector_dataset\genuine\extra__n001512__0156_01.jpg,0,n001512
./detector_dataset\genuine\extra__n003727__0446_01.jpg,0,n003727
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n001638.jpg,1,n001638
./detector_dataset\genuine\extra__n007120__0438_01.jpg,0,n007120
./detector_dataset\genuine\extra__n001517__0024_01.jpg,0,n001517
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n005010__0496_01.png,1,n005010
./detector_dataset\genuine\orig__n005067__0394_01.jpg,0,n005067
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n001693.jpg,1,n001693
./detector_dataset\genuine\extra__n002655__0198_02.jpg,0,n002655
./detector_dataset\genuine\extra__n005067__0251_01.jpg,0,n005067
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n000879__0089_01.png,1,n000879
./detector_dataset\genuine\extra__n004491__0421_01.jpg,0,n004491
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n008245.jpg,1,n008245
./detector_dataset\genuine\extra__n001511__0294_01.jpg,0,n001511
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n002818__0700_06.png,1,n002818
./detector_dataset\adversarial\FGSM__eps_0_010__n005608__0165_02.png,1,n005608
./detector_dataset\genuine\extra__n008571__0446_01.jpg,0,n008571
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n008360__0251_01.png,1,n008360
./detector_dataset\genuine\extra__n007881__0198_01.jpg,0,n007881
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n003376__0251_01.png,1,n003376
./detector_dataset\genuine\extra__n003727__0356_02.jpg,0,n003727
./detector_dataset\genuine\extra__n003181__0168_01.jpg,0,n003181
./detector_dataset\genuine\extra__n008360__0024_01.jpg,0,n008360
./detector_dataset\genuine\extra__n008245__0156_01.jpg,0,n008245
./detector_dataset\genuine\extra__n004491__0505_02.jpg,0,n004491
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n002710.jpg,1,n002710
./detector_dataset\genuine\extra__n009216__0251_01.jpg,0,n009216
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n003729__0213_01.png,1,n003729
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n001517__0168_01.png,1,n001517
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n002655.jpg,1,n002655
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n005591__0496_01.png,1,n005591
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n001638__0156_01.png,1,n001638
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n004491__0470_01.png,1,n004491
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001104__0115_01.png,1,n001104
./detector_dataset\genuine\orig__n001512__0113_01.jpg,0,n001512
./detector_dataset\genuine\orig__n005884__0273_01.jpg,0,n005884
./detector_dataset\genuine\extra__n004530__0162_02.jpg,0,n004530
./detector_dataset\genuine\extra__n001432__0102_01.jpg,0,n001432
./detector_dataset\adversarial\FGSM__eps_0_100__n003045__0069_01.png,1,n003045
./detector_dataset\adversarial\DeepFool__iter_20_eps_1e-06__n002655.jpg,1,n002655
./detector_dataset\genuine\extra__n000973__0193_01.jpg,0,n000973
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001706__0102_01.png,1,n001706
./detector_dataset\genuine\extra__n008462__0350_01.jpg,0,n008462
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n003064__0089_01.png,1,n003064
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001266__0174_03.png,1,n001266
./detector_dataset\genuine\extra__n000973__0168_01.jpg,0,n000973
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n001693__0010_01.png,1,n001693
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001511__0251_01.jpg,1,n001511
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n008360.jpg,1,n008360
./detector_dataset\genuine\extra__n008462__0114_01.jpg,0,n008462
./detector_dataset\genuine\orig__n001693__0184_01.jpg,0,n001693
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n004491__0470_01.png,1,n004491
./detector_dataset\genuine\extra__n001149__0036_01.jpg,0,n001149
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n003045__0138_03.png,1,n003045
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n007995__0168_01.png,1,n007995
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n008360__0010_01.png,1,n008360
./detector_dataset\genuine\extra__n006614__0101_01.jpg,0,n006614
./detector_dataset\genuine\extra__n003444__0069_01.jpg,0,n003444
./detector_dataset\genuine\extra__n001664__0185_03.jpg,0,n001664
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007224__0203_02.png,1,n007224
./detector_dataset\genuine\extra__n004988__0294_01.jpg,0,n004988
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n003878__0010_01.png,1,n003878
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n001693.jpg,1,n001693
./detector_dataset\genuine\extra__n002918__0043_01.jpg,0,n002918
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n003444__0251_01.png,1,n003444
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n007881__0049_03.jpg,1,n007881
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n009093.jpg,1,n009093
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n001512.jpg,1,n001512
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n001511.jpg,1,n001511
./detector_dataset\genuine\orig__n001693__0089_01.jpg,0,n001693
./detector_dataset\genuine\extra__n000227__0239_04.jpg,0,n000227
./detector_dataset\genuine\extra__n005010__0014_02.jpg,0,n005010
./detector_dataset\genuine\extra__n002972__0190_02.jpg,0,n002972
./detector_dataset\genuine\orig__n002694__0168_01.jpg,0,n002694
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n000227__0496_01.png,1,n000227
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n003500__0069_01.png,1,n003500
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n008360__0212_03.png,1,n008360
./detector_dataset\genuine\extra__n001432__0420_01.jpg,0,n001432
./detector_dataset\genuine\extra__n001149__0052_02.jpg,0,n001149
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n007469__0251_01.png,1,n007469
./detector_dataset\genuine\extra__n001104__0283_02.jpg,0,n001104
./detector_dataset\genuine\orig__n004934__0069_01.jpg,0,n004934
./detector_dataset\adversarial\FGSM__eps_0_005__n003729__0051_02.png,1,n003729
./detector_dataset\genuine\extra__n004934__0365_01.jpg,0,n004934
./detector_dataset\genuine\extra__n003181__0257_01.jpg,0,n003181
./detector_dataset\genuine\extra__n001149__0115_01.jpg,0,n001149
./detector_dataset\genuine\extra__n004722__0246_01.jpg,0,n004722
./detector_dataset\genuine\extra__n006618__0294_03.jpg,0,n006618
./detector_dataset\genuine\orig__n004275__0213_01.jpg,0,n004275
./detector_dataset\genuine\extra__n008360__0184_01.jpg,0,n008360
./detector_dataset\genuine\extra__n000879__0438_01.jpg,0,n000879
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n001149__0361_01.png,1,n001149
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003376__0089_01.jpg,1,n003376
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n003727.jpg,1,n003727
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n005438.jpg,1,n005438
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n007881.jpg,1,n007881
./detector_dataset\genuine\extra__n005106__0365_01.jpg,0,n005106
./detector_dataset\genuine\extra__n001116__0186_01.jpg,0,n001116
./detector_dataset\genuine\extra__n005067__0201_01.jpg,0,n005067
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n007469.jpg,1,n007469
./detector_dataset\genuine\extra__n000915__0226_01.jpg,0,n000915
./detector_dataset\genuine\extra__n004055__0101_01.jpg,0,n004055
./detector_dataset\genuine\extra__n008571__0190_01.jpg,0,n008571
./detector_dataset\genuine\extra__n001664__0285_01.jpg,0,n001664
./detector_dataset\genuine\extra__n001512__0109_01.jpg,0,n001512
./detector_dataset\genuine\extra__n000973__0115_01.jpg,0,n000973
./detector_dataset\adversarial\DeepFool__iter_1_eps_1e-06__n001104.jpg,1,n001104
./detector_dataset\genuine\extra__n007881__0006_01.jpg,0,n007881
./detector_dataset\genuine\extra__n003727__0215_02.jpg,0,n003727
./detector_dataset\genuine\extra__n000227__0010_01.jpg,0,n000227
./detector_dataset\adversarial\FGSM__eps_0_010__n001511__0273_01.png,1,n001511
./detector_dataset\genuine\extra__n004168__0248_01.jpg,0,n004168
./detector_dataset\genuine\extra__n008245__0032_01.jpg,0,n008245
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001116__0184_01.jpg,1,n001116
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n004168__0089_01.jpg,1,n004168
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n002655.jpg,1,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n005884.jpg,1,n005884
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n003181.jpg,1,n003181
./detector_dataset\genuine\extra__n005067__0037_01.jpg,0,n005067
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n004988__0184_01.png,1,n004988
./detector_dataset\genuine\extra__n005482__0420_01.jpg,0,n005482
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n007469.jpg,1,n007469
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n002694__0251_01.png,1,n002694
./detector_dataset\genuine\extra__n005482__0362_01.jpg,0,n005482
./detector_dataset\genuine\extra__n004491__0024_01.jpg,0,n004491
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n002655__0213_01.png,1,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n003181.jpg,1,n003181
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n008245__0010_01.jpg,1,n008245
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n001774__0294_01.jpg,1,n001774
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n004168__0338_04.png,1,n004168
./detector_dataset\genuine\orig__n000879__0251_01.jpg,0,n000879
./detector_dataset\genuine\extra__n006618__0167_01.jpg,0,n006618
./detector_dataset\genuine\extra__n005608__0115_01.jpg,0,n005608
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n001116__0065_02.png,1,n001116
./detector_dataset\genuine\extra__n005591__0037_01.jpg,0,n005591
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n003376__0251_01.png,1,n003376
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n000100__0203_02.png,1,n000100
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n007469__0115_01.png,1,n007469
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001432__0203_02.png,1,n001432
./detector_dataset\genuine\extra__n003878__0201_01.jpg,0,n003878
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n002655__0257_01.jpg,1,n002655
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n003666.jpg,1,n003666
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n005106.jpg,1,n005106
./detector_dataset\genuine\extra__n003878__0069_01.jpg,0,n003878
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n003806__0010_01.png,1,n003806
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n003878.jpg,1,n003878
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n006618__0273_01.png,1,n006618
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n007469__0115_01.png,1,n007469
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001432__0115_01.jpg,1,n001432
./detector_dataset\genuine\extra__n006460__0149_01.jpg,0,n006460
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n002972.jpg,1,n002972
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n001112__0168_01.png,1,n001112
./detector_dataset\genuine\extra__n005591__0109_01.jpg,0,n005591
./detector_dataset\genuine\orig__n008245__0165_02.jpg,0,n008245
./detector_dataset\genuine\extra__n009216__0337_02.jpg,0,n009216
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n001517.jpg,1,n001517
./detector_dataset\adversarial\FGSM__eps_0_005__n001432__0168_01.png,1,n001432
./detector_dataset\genuine\extra__n008462__0345_05.jpg,0,n008462
./detector_dataset\genuine\extra__n005884__0236_01.jpg,0,n005884
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n004722.jpg,1,n004722
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n003064.jpg,1,n003064
./detector_dataset\genuine\extra__n007995__0087_03.jpg,0,n007995
./detector_dataset\adversarial\FGSM__eps_0_010__n003500__0394_01.png,1,n003500
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n007995__0168_01.png,1,n007995
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n001116__0010_01.jpg,1,n001116
./detector_dataset\genuine\extra__n000100__0097_01.jpg,0,n000100
./detector_dataset\genuine\extra__n005608__0069_01.jpg,0,n005608
./detector_dataset\genuine\extra__n002710__0220_01.jpg,0,n002710
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002978__0718_02.png,1,n002978
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001266__0102_01.png,1,n001266
./detector_dataset\genuine\extra__n007469__0113_01.jpg,0,n007469
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n007995__0394_01.png,1,n007995
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n001511__0251_01.png,1,n001511
./detector_dataset\genuine\extra__n003727__0213_01.jpg,0,n003727
./detector_dataset\genuine\extra__n002694__0302_01.jpg,0,n002694
./detector_dataset\genuine\extra__n003181__0581_01.jpg,0,n003181
